Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST10028,Arjun Singh,Male,23,Delhi,2018-12-19,2025-01-17,8668.0,10.0,arjun.singh27@gmail.com,9359227431,India
CUST10029,Aditya Patel,Male,34,Hyderabad,2021-11-11,2023-07-19,20000.0,9.0,aditya.patel28@gmail.com,9731951467,India
CUST10030,Vikram Joshi,Male,25,Delhi,2018-08-08,2024-10-25,10512.0,1.0,vikram.joshi29@gmail.com,9462738041,India
CUST10031,Karan Gupta,Male,21,Hyderabad,2022-07-01,2023-10-05,8824.0,4.0,karan.gupta30@gmail.com,9235474722,India
CUST10032,Isha Kumar,Female,22,Hyderabad,2018-01-29,2024-05-20,10371.0,10.0,isha.kumar31@gmail.com,9532880901,India
CUST10033,Neha Patel,Male,26,Mumbai,2023-10-09,2024-05-20,10172.0,10.0,neha.patel32@gmail.com,9231161124,India
CUST10034,Vikram Singh,Male,27,Chennai,2020-12-06,2026-04-09,17082.0,3.0,vikram.singh33@gmail.com,9008970513,India
CUST10035,Amit Mishra,Male,32,Delhi,2022-08-11,2024-04-27,5305.0,6.0,amit.mishra34@gmail.com,9126307174,India
CUST10036,Krishna Agarwal,Male,29,Mumbai,2021-03-08,2024-04-27,14378.0,6.0,krishna.agarwal35@gmail.com,9912804502,India
CUST10037,Krishna Yadav,Male,33,Kolkata,2022-09-17,2024-04-27,11956.0,2.0,krishna.yadav36@gmail.com,9687204303,India
CUST10038,Krishna Gupta,Male,33,Kolkata,2022-08-28,2023-09-09,11979.0,4.0,krishna.gupta37@gmail.com,9819888903,India
CUST10039,Isha Singh,Female,35,Hyderabad,2019-12-26,2024-09-20,10656.0,8.0,isha.singh38@gmail.com,9907587022,India
CUST10040,Aarav Singh,Male,17,Chennai,2023-06-24,2026-03-06,10997.0,8.0,aarav.singh39@gmail.com,9175357278,India
CUST10041,Neha Yadav,Female,22,Bangalore,2023-08-14,2025-10-18,12352.0,2.0,neha.yadav40@gmail.com,9574335675,India
CUST10042,Sneha Gupta,Female,34,Hyderabad,2020-03-14,2023-12-14,10195.0,6.0,sneha.gupta41@gmail.com,9346768518,India
CUST10043,Meera Patel,Female,31,Chennai,2018-06-08,2025-09-26,11979.0,3.0,meera.patel42@gmail.com,9258410010,India
CUST10044,Aditya Patel,Male,37,Delhi,2021-01-25,2024-07-19,8891.0,8.0,aditya.patel43@gmail.com,9358922685,India
CUST10045,Amit Gupta,Male,19,Kolkata,2022-07-02,2025-03-05,20000.0,7.0,amit.gupta44@gmail.com,9189239337,India
CUST10046,Pooja Kumar,Female,27,Delhi,2023-04-30,2023-11-02,16037.0,7.0,pooja.kumar45@gmail.com,9564235409,India
CUST10047,Priya Mishra,Male,28,Chennai,2019-05-21,2025-09-03,13954.0,6.0,priya.mishra46@gmail.com,9167382542,India
CUST10048,Amit Singh,Male,31,Delhi,2021-04-15,2025-09-03,10225.0,4.0,amit.singh47@gmail.com,9116155291,India
CUST10049,Priya Yadav,Female,3,Kolkata,2023-03-29,2025-07-24,15286.0,1.0,priya.yadav48@gmail.com,9204942659,India
CUST10050,Aarav Mishra,Male,33,Delhi,2021-08-07,2023-10-25,11979.0,8.0,aarav.mishra49@gmail.com,9621664273,India
CUST10051,Vivaan Singh,Male,29,Mumbai,2023-05-30,2023-10-25,12476.0,9.0,vivaan.singh50@gmail.com,9553367119,India
CUST10052,Vivaan Verma,Male,4,Kolkata,2022-08-13,2024-05-21,9868.0,5.0,vivaan.verma51@gmail.com,9827347201,India
CUST10053,Aditya Agarwal,Male,42,Kolkata,2019-03-13,2025-02-26,13098.0,1.0,aditya.agarwal52@gmail.com,9994971970,India
CUST10054,Rahul Yadav,Male,22,Kolkata,2019-06-11,2024-10-04,18734.0,6.0,rahul.yadav53@gmail.com,9231587942,India
CUST10055,Vivaan Agarwal,Male,3,Delhi,2023-06-07,2024-10-04,12323.0,2.0,vivaan.agarwal54@gmail.com,9934721968,India
CUST10056,Neha Sharma,Female,36,Kolkata,2022-10-25,2023-11-05,10945.0,10.0,neha.sharma55@gmail.com,9281304690,India
CUST10057,Rohan Patel,Male,34,Delhi,2023-09-25,2023-11-05,12397.0,7.0,rohan.patel56@gmail.com,9093918811,India
CUST10058,Nisha Kumar,Female,27,Delhi,2020-01-06,2023-09-08,12175.0,10.0,nisha.kumar57@gmail.com,9806470771,India
CUST10059,Karan Singh,Male,32,Chennai,2018-05-13,2024-03-09,9811.0,8.0,karan.singh58@gmail.com,9201748647,India
CUST10060,Rahul Gupta,Male,19,Mumbai,2019-08-18,2024-05-31,9035.0,9.0,rahul.gupta59@gmail.com,9270210372,India
CUST10061,Priya Joshi,Female,3,Hyderabad,2020-12-11,2024-08-14,15173.0,5.0,priya.joshi60@gmail.com,9681394797,India
CUST10062,Ananya Singh,Female,2,Bangalore,2018-11-01,2023-09-29,11979.0,10.0,ananya.singh61@gmail.com,9805524321,India
CUST10063,Ananya Gupta,Female,34,Kolkata,2019-04-27,2025-10-27,11979.0,5.0,ananya.gupta62@gmail.com,9689687576,India
CUST10064,Isha Agarwal,Female,22,Delhi,2018-12-28,2025-10-27,13833.0,4.0,isha.agarwal63@gmail.com,9142617170,India
CUST10065,Rohan Agarwal,Male,31,Kolkata,2018-11-13,2026-03-20,12467.0,10.0,rohan.agarwal64@gmail.com,9210228664,India
CUST10066,Aditya Verma,Male,32,Chennai,2020-08-14,2024-02-26,15607.0,4.0,aditya.verma65@gmail.com,9523835615,India
CUST10067,Arjun Joshi,Male,31,Delhi,2023-07-02,2024-05-20,8368.0,4.0,arjun.joshi66@gmail.com,9956385276,India
CUST10068,Vikram Gupta,Male,26,Mumbai,2020-08-05,2024-11-15,14570.0,6.0,vikram.gupta67@gmail.com,9167920244,India
CUST10069,Rohan Kumar,Male,29,Hyderabad,2020-01-03,2024-12-08,16155.0,6.0,rohan.kumar68@gmail.com,9586954984,India
CUST10070,Sneha Verma,Male,38,Chennai,2021-10-03,2023-07-27,16097.0,6.0,sneha.verma69@gmail.com,9998860849,India
CUST10071,Aditya Patel,Male,27,Kolkata,2022-05-29,2025-10-02,18669.0,7.0,aditya.patel70@gmail.com,9528920741,India
CUST10072,Nisha Sharma,Female,3,Chennai,2020-05-23,2026-04-08,9606.0,6.0,nisha.sharma71@gmail.com,9266194706,India
CUST10073,Sneha Joshi,Female,26,Mumbai,2018-01-10,2026-04-08,10031.0,6.0,sneha.joshi72@gmail.com,9822826064,India
CUST10074,Rahul Sharma,Male,37,Delhi,2020-01-15,2024-03-30,11979.0,9.0,rahul.sharma73@gmail.com,9375264723,India
CUST10075,Neha Singh,Female,31,Mumbai,2018-07-18,2024-04-30,7538.0,8.0,neha.singh74@gmail.com,9185198014,India
CUST10076,Priya Singh,Female,25,Kolkata,2018-12-28,2023-03-16,14154.0,4.0,priya.singh75@gmail.com,9714483630,India
CUST10077,Nisha Gupta,Female,3,Kolkata,2022-03-06,2023-03-19,14701.0,2.0,nisha.gupta76@gmail.com,9980315534,India
CUST10078,Ananya Joshi,Female,29,Delhi,2019-03-24,2024-03-25,14246.0,1.0,ananya.joshi77@gmail.com,9918341598,India
CUST10079,Arjun Kumar,Male,4,Kolkata,2020-07-14,2023-09-12,12598.0,8.0,arjun.kumar78@gmail.com,9078355352,India
CUST10080,Vikram Gupta,Male,3,Kolkata,2020-09-08,2023-12-21,16023.0,2.0,vikram.gupta79@gmail.com,9949223163,India
CUST10081,Pooja Agarwal,Female,2,Bangalore,2024-01-09,2024-02-02,14301.0,7.0,pooja.agarwal80@gmail.com,9596401646,India
CUST10082,Rahul Agarwal,Male,33,Delhi,2019-01-19,2023-08-04,9590.0,5.0,rahul.agarwal81@gmail.com,9039780387,India
CUST10083,Aditya Verma,Male,43,Kolkata,2018-07-25,2023-08-04,5000.0,6.0,aditya.verma82@gmail.com,9128370456,India
CUST10084,Rohan Gupta,Male,38,Hyderabad,2021-08-30,2023-02-13,10677.0,9.0,rohan.gupta83@gmail.com,9072820285,India
CUST10085,Meera Kumar,Female,29,Hyderabad,2022-04-09,2025-07-20,12156.0,1.0,meera.kumar84@gmail.com,9461884806,India
CUST10086,Ananya Sharma,Female,28,Delhi,2021-06-09,2025-04-13,12189.0,5.0,ananya.sharma85@gmail.com,9708297813,India
CUST10087,Aditi Verma,Male,29,Chennai,2022-10-24,2023-07-20,11283.0,10.0,aditi.verma86@gmail.com,9455717107,India
CUST10088,Ananya Sharma,Female,29,Delhi,2023-11-30,2023-07-16,9853.0,4.0,ananya.sharma87@gmail.com,9004443550,India
CUST10089,Vivaan Patel,Male,29,Delhi,2022-03-09,2023-03-28,8613.0,8.0,vivaan.patel88@gmail.com,9301172983,India
CUST10090,Isha Kumar,Male,28,Hyderabad,2021-09-06,2023-08-10,7868.0,8.0,isha.kumar89@gmail.com,9663241776,India
CUST10091,Neha Sharma,Female,24,Kolkata,2022-08-29,2024-12-06,13740.0,9.0,neha.sharma90@gmail.com,9485202595,India
CUST10092,Kavya Joshi,Female,37,Delhi,2019-06-19,2023-04-01,16353.0,1.0,kavya.joshi91@gmail.com,9822261661,India
CUST10093,Amit Patel,Male,22,Kolkata,2019-09-16,2023-01-10,6995.0,9.0,amit.patel92@gmail.com,9758433006,India
CUST10094,Nisha Verma,Female,24,Kolkata,2020-07-14,2024-11-16,11755.0,1.0,nisha.verma93@gmail.com,9089920003,India
CUST10095,Neha Patel,Female,22,Mumbai,2023-04-02,2026-01-22,15155.0,1.0,neha.patel94@gmail.com,9709202083,India
CUST10096,Amit Yadav,Male,29,Kolkata,2023-10-31,2024-07-16,11244.0,2.0,amit.yadav95@gmail.com,9023449340,India
CUST10097,Sneha Mishra,Female,31,Bangalore,2021-10-18,2023-11-04,14864.0,8.0,sneha.mishra96@gmail.com,9041096225,India
CUST10098,Sneha Mishra,Female,36,Kolkata,2022-03-30,2025-09-24,16313.0,2.0,sneha.mishra97@gmail.com,9508516190,India
CUST10099,Meera Yadav,Female,25,Bangalore,2023-05-25,2025-09-27,13578.0,8.0,meera.yadav98@gmail.com,9981889318,India
CUST10100,Krishna Agarwal,Male,29,Delhi,2019-08-29,2025-09-30,10017.0,3.0,krishna.agarwal99@gmail.com,9987320523,India
CUST10101,Nisha Joshi,Female,27,Chennai,2018-11-01,2024-03-31,17260.0,7.0,nisha.joshi100@gmail.com,9766440574,India
CUST10102,Krishna Gupta,Male,29,Chennai,2023-02-10,2023-02-18,10930.0,7.0,krishna.gupta101@gmail.com,9534975626,India
CUST10103,Aditi Joshi,Female,31,Bangalore,2018-11-14,2026-04-13,10930.0,4.0,aditi.joshi102@gmail.com,9742893394,India
CUST10104,Vivaan Patel,Male,18,Mumbai,2019-01-30,2025-12-10,14060.0,10.0,vivaan.patel103@gmail.com,9975195690,India
CUST10105,Vivaan Joshi,Male,33,Delhi,2020-09-15,2024-08-24,10794.0,3.0,vivaan.joshi104@gmail.com,9990262001,India
CUST10106,Arjun Agarwal,Male,24,Hyderabad,2023-05-18,2025-07-30,11105.0,1.0,arjun.agarwal105@gmail.com,9701676468,India
CUST10107,Vivaan Gupta,Male,25,Bangalore,2020-09-01,2025-07-30,10505.0,7.0,vivaan.gupta106@gmail.com,9196711384,India
CUST10108,Vivaan Kumar,Male,38,Hyderabad,2018-10-24,2023-03-11,11277.0,1.0,vivaan.kumar107@gmail.com,9302444029,India
CUST10109,Vivaan Verma,Male,16,Delhi,2018-11-18,2024-07-16,12788.0,3.0,vivaan.verma108@gmail.com,9340804664,India
CUST10110,Priya Kumar,Female,32,Delhi,2019-09-25,2025-10-30,5000.0,6.0,priya.kumar109@gmail.com,9241623939,India
CUST10111,Vikram Singh,Male,32,Kolkata,2018-07-23,2025-05-07,11608.0,6.0,vikram.singh110@gmail.com,9958144732,India
CUST10112,Kavya Mishra,Female,29,Kolkata,2020-03-31,2025-05-07,5000.0,8.0,kavya.mishra111@gmail.com,9605831195,India
CUST10113,Krishna Verma,Male,27,Bangalore,2018-07-21,2023-03-18,10374.0,7.0,krishna.verma112@gmail.com,9406843044,India
CUST10114,Aditya Yadav,Male,39,Hyderabad,2023-10-15,2024-01-26,11979.0,6.0,aditya.yadav113@gmail.com,9818529091,India
CUST10115,Aditya Sharma,Male,44,Bangalore,2018-05-11,2024-06-17,10690.0,4.0,aditya.sharma114@gmail.com,9238710285,India
CUST10116,Pooja Joshi,Female,37,Bangalore,2019-05-10,2023-05-29,11979.0,9.0,pooja.joshi115@gmail.com,9725560352,India
CUST10117,Ananya Sharma,Female,43,Bangalore,2018-03-24,2023-11-21,13390.0,1.0,ananya.sharma116@gmail.com,9394461684,India
CUST10118,Karan Joshi,Male,25,Bangalore,2019-12-30,2024-09-06,5000.0,2.0,karan.joshi117@gmail.com,9050996002,India
CUST10119,Sneha Agarwal,Female,19,Bangalore,2023-07-13,2025-08-09,11979.0,2.0,sneha.agarwal118@gmail.com,9532715125,India
CUST10120,Aditi Yadav,Female,3,Kolkata,2021-12-13,2024-11-11,11979.0,7.0,aditi.yadav119@gmail.com,9101874599,India
CUST10121,Meera Verma,Female,36,Kolkata,2024-05-26,2024-09-30,9723.0,3.0,meera.verma120@gmail.com,9923444413,India
CUST10122,Rahul Agarwal,Male,17,Chennai,2022-03-22,2025-06-09,10121.0,1.0,rahul.agarwal121@gmail.com,9214782328,India
CUST10123,Amit Singh,Male,24,Kolkata,2020-11-30,2025-02-07,5000.0,2.0,amit.singh122@gmail.com,9955670711,India
CUST10124,Rohan Sharma,Male,24,Delhi,2024-07-24,2023-09-29,12871.0,7.0,rohan.sharma123@gmail.com,9661749585,India
CUST10125,Vivaan Patel,Male,32,Mumbai,2019-04-12,2023-11-01,14605.0,6.0,vivaan.patel124@gmail.com,9730351713,India
CUST10126,Aditya Kumar,Male,32,Delhi,2018-10-09,2023-05-19,9280.0,6.0,aditya.kumar125@gmail.com,9119284499,India
CUST10127,Krishna Singh,Male,25,Hyderabad,2020-03-31,2023-05-21,8380.0,8.0,krishna.singh126@gmail.com,9241780088,India
CUST10128,Rohan Mishra,Male,31,Mumbai,2024-05-13,2025-09-22,12562.0,6.0,rohan.mishra127@gmail.com,9004680850,India
CUST10129,Aditi Patel,Female,22,Bangalore,2023-08-09,2025-03-27,16779.0,6.0,aditi.patel128@gmail.com,9460772036,India
CUST10130,Pooja Agarwal,Female,27,Chennai,2021-09-04,2025-02-08,16363.0,6.0,pooja.agarwal129@gmail.com,9286189160,India
CUST10131,Sneha Joshi,Female,21,Bangalore,2024-05-12,2024-06-14,15316.0,6.0,sneha.joshi130@gmail.com,9314099974,India
CUST10132,Kavya Sharma,Female,29,Kolkata,2022-06-05,2024-06-14,20000.0,6.0,kavya.sharma131@gmail.com,9570435109,India
CUST10133,Priya Gupta,Female,24,Delhi,2019-08-20,2024-06-14,15697.0,6.0,priya.gupta132@gmail.com,9540489600,India
CUST10134,Isha Agarwal,Female,35,Delhi,2018-01-14,2023-07-04,16627.0,2.0,isha.agarwal133@gmail.com,9640660075,India
CUST10135,Isha Sharma,Female,3,Mumbai,2018-03-18,2026-03-02,12348.0,3.0,isha.sharma134@gmail.com,9832883106,India
CUST10136,Amit Kumar,Male,28,Delhi,2023-10-25,2024-04-28,10613.0,10.0,amit.kumar135@gmail.com,9397538345,India
CUST10137,Karan Agarwal,Male,42,Delhi,2020-02-11,2023-05-22,16539.0,9.0,karan.agarwal136@gmail.com,9880884454,India
CUST10138,Aditi Patel,Female,33,Kolkata,2020-11-20,2023-12-06,8076.0,5.0,aditi.patel137@gmail.com,9218701434,India
CUST10139,Nisha Agarwal,Female,27,Bangalore,2020-08-21,2025-02-11,13695.0,4.0,nisha.agarwal138@gmail.com,9518943482,India
CUST10140,Sneha Sharma,Female,26,Kolkata,2018-08-10,2024-06-25,9568.0,7.0,sneha.sharma139@gmail.com,9987237186,India
CUST10141,Ananya Verma,Female,29,Kolkata,2018-01-08,2023-03-14,13357.0,6.0,ananya.verma140@gmail.com,9010603011,India
CUST10142,Kavya Patel,Female,3,Hyderabad,2022-12-23,2024-03-10,13072.0,1.0,kavya.patel141@gmail.com,9039624640,India
CUST10143,Meera Mishra,Male,32,Mumbai,2022-08-31,2025-04-01,12652.0,8.0,meera.mishra142@gmail.com,9544080366,India
CUST10144,Amit Gupta,Male,17,Mumbai,2019-07-18,2024-09-29,11929.0,1.0,amit.gupta143@gmail.com,9731462057,India
CUST10145,Aditi Verma,Male,2,Hyderabad,2018-11-08,2024-09-29,14130.0,1.0,aditi.verma144@gmail.com,9133752300,India
CUST10146,Vivaan Patel,Male,26,Bangalore,2021-07-13,2024-09-29,14771.0,5.0,vivaan.patel145@gmail.com,9687510749,India
CUST10147,Karan Mishra,Male,22,Hyderabad,2018-07-24,2024-09-29,6404.0,7.0,karan.mishra146@gmail.com,9036425175,India
CUST10148,Rohan Mishra,Male,3,Delhi,2019-12-27,2024-05-28,11979.0,4.0,rohan.mishra147@gmail.com,9560725536,India
CUST10149,Isha Gupta,Female,31,Bangalore,2022-12-03,2025-06-19,10328.0,10.0,isha.gupta148@gmail.com,9202886963,India
CUST10150,Arjun Singh,Male,29,Kolkata,2019-03-10,2025-12-22,12777.0,5.0,arjun.singh149@gmail.com,9980702729,India
CUST10151,Aarav Agarwal,Male,34,Chennai,2023-04-11,2023-06-08,10336.0,7.0,aarav.agarwal150@gmail.com,9854136856,India
CUST10152,Krishna Verma,Male,26,Mumbai,2024-01-19,2025-05-24,17100.0,6.0,krishna.verma151@gmail.com,9352717498,India
CUST10153,Nisha Agarwal,Female,29,Kolkata,2019-04-06,2023-11-26,11727.0,6.0,nisha.agarwal152@gmail.com,9610374380,India
CUST10154,Amit Verma,Male,29,Kolkata,2022-07-22,2023-05-10,15946.0,3.0,amit.verma153@gmail.com,9980532052,India
CUST10155,Priya Mishra,Male,32,Kolkata,2023-04-06,2023-10-30,8191.0,5.0,priya.mishra154@gmail.com,9678096569,India
CUST10156,Karan Gupta,Male,29,Bangalore,2021-07-22,2026-01-20,10877.0,4.0,karan.gupta155@gmail.com,9725811070,India
CUST10157,Ananya Verma,Female,22,Mumbai,2020-01-14,2026-01-20,9541.0,6.0,ananya.verma156@gmail.com,9708940713,India
CUST10158,Kavya Kumar,Female,29,Bangalore,2024-09-24,2024-07-04,13575.0,8.0,kavya.kumar157@gmail.com,9507742705,India
CUST10159,Amit Joshi,Male,3,Delhi,2020-02-10,2023-11-07,7260.0,3.0,amit.joshi158@gmail.com,9120295731,India
CUST10160,Aditya Singh,Male,32,Kolkata,2019-09-11,2024-10-01,5165.0,1.0,aditya.singh159@gmail.com,9024101692,India
CUST10161,Rahul Agarwal,Male,32,Bangalore,2018-11-03,2024-09-11,9498.0,9.0,rahul.agarwal160@gmail.com,9466319309,India
CUST10162,Amit Singh,Male,29,Bangalore,2024-03-15,2024-05-04,14244.0,7.0,amit.singh161@gmail.com,9580657919,India
CUST10163,Isha Gupta,Female,35,Hyderabad,2019-07-21,2024-06-14,8761.0,4.0,isha.gupta162@gmail.com,9789432049,India
CUST10164,Vikram Yadav,Male,34,Chennai,2018-11-30,2024-06-14,13062.0,8.0,vikram.yadav163@gmail.com,9032390489,India
CUST10165,Ananya Yadav,Female,25,Mumbai,2018-04-07,2024-12-03,9411.0,2.0,ananya.yadav164@gmail.com,9397859808,India
CUST10166,Priya Joshi,Female,29,Kolkata,2019-12-29,2023-02-04,5000.0,4.0,priya.joshi165@gmail.com,9360021468,India
CUST10167,Krishna Verma,Male,25,Kolkata,2022-08-07,2024-02-26,15408.0,4.0,krishna.verma166@gmail.com,9731413201,India
CUST10168,Amit Sharma,Male,2,Kolkata,2022-09-06,2023-03-16,14597.0,5.0,amit.sharma167@gmail.com,9561052853,India
CUST10169,Nisha Sharma,Female,31,Bangalore,2023-10-30,2026-01-14,11979.0,5.0,nisha.sharma168@gmail.com,9375789777,India
CUST10170,Aarav Joshi,Male,38,Chennai,2022-07-29,2024-01-22,12172.0,5.0,aarav.joshi169@gmail.com,9721402438,India
CUST10171,Nisha Gupta,Female,4,Bangalore,2018-05-01,2026-03-04,11170.0,4.0,nisha.gupta170@gmail.com,9803591956,India
CUST10172,Vikram Yadav,Male,29,Mumbai,2023-10-08,2023-10-27,7870.0,4.0,vikram.yadav171@gmail.com,9629741313,India
CUST10173,Ananya Mishra,Female,36,Bangalore,2019-10-01,2024-02-26,17224.0,1.0,ananya.mishra172@gmail.com,9845609035,India
CUST10174,Isha Patel,Female,31,Chennai,2024-07-20,2024-05-08,11598.0,1.0,isha.patel173@gmail.com,9539178190,India
CUST10175,Vivaan Verma,Male,16,Hyderabad,2020-05-15,2026-01-02,13447.0,4.0,vivaan.verma174@gmail.com,9833676187,India
CUST10176,Kavya Kumar,Female,28,Mumbai,2018-02-11,2023-04-19,10005.0,7.0,kavya.kumar175@gmail.com,9732888919,India
CUST10177,Neha Verma,Female,27,Hyderabad,2020-09-08,2025-08-09,13771.0,9.0,neha.verma176@gmail.com,9653115461,India
CUST10178,Amit Sharma,Male,38,Kolkata,2021-01-30,2025-02-26,16581.0,10.0,amit.sharma177@gmail.com,9485573644,India
CUST10179,Kavya Agarwal,Female,24,Bangalore,2023-08-23,2025-02-26,12666.0,3.0,kavya.agarwal178@gmail.com,9504372374,India
CUST10180,Rohan Sharma,Male,34,Chennai,2021-10-12,2025-10-08,13442.0,6.0,rohan.sharma179@gmail.com,9676576166,India
CUST10181,Aditya Joshi,Male,29,Mumbai,2018-04-18,2025-10-08,15512.0,4.0,aditya.joshi180@gmail.com,9854608908,India
CUST10182,Amit Singh,Male,29,Chennai,2018-04-30,2024-08-27,14829.0,1.0,amit.singh181@gmail.com,9722749978,India
CUST10183,Arjun Agarwal,Male,26,Kolkata,2022-03-16,2024-03-29,16177.0,8.0,arjun.agarwal182@gmail.com,9379304049,India
CUST10184,Neha Gupta,Female,41,Delhi,2018-07-29,2024-05-17,13283.0,1.0,neha.gupta183@gmail.com,9044225382,India
CUST10185,Neha Verma,Female,29,Chennai,2021-08-23,2025-08-19,13281.0,2.0,neha.verma184@gmail.com,9962291947,India
CUST10186,Karan Patel,Male,36,Kolkata,2024-02-21,2026-03-09,12957.0,9.0,karan.patel185@gmail.com,9255174656,India
CUST10187,Sneha Yadav,Female,36,Kolkata,2023-09-28,2025-12-08,15459.0,9.0,sneha.yadav186@gmail.com,9831067738,India
CUST10188,Karan Patel,Male,27,Bangalore,2022-04-28,2024-02-06,10273.0,6.0,karan.patel187@gmail.com,9099438320,India
CUST10189,Karan Patel,Male,21,Delhi,2020-02-04,2025-01-16,14122.0,6.0,karan.patel188@gmail.com,9268855868,India
CUST10190,Vivaan Agarwal,Male,22,Delhi,2021-07-12,2026-04-13,20000.0,8.0,vivaan.agarwal189@gmail.com,9025446275,India
CUST10191,Rohan Patel,Male,4,Mumbai,2018-09-12,2025-01-26,13436.0,6.0,rohan.patel190@gmail.com,9375780302,India
CUST10192,Isha Agarwal,Female,29,Delhi,2023-01-23,2023-01-03,7211.0,6.0,isha.agarwal191@gmail.com,9091543282,India
CUST10193,Vikram Gupta,Male,29,Kolkata,2018-11-23,2025-05-15,10839.0,6.0,vikram.gupta192@gmail.com,9895940551,India
CUST10194,Rahul Agarwal,Male,36,Chennai,2018-05-09,2024-11-16,14483.0,10.0,rahul.agarwal193@gmail.com,9408084485,India
CUST10195,Krishna Patel,Male,17,Chennai,2022-04-26,2024-08-17,9318.0,1.0,krishna.patel194@gmail.com,9252603305,India
CUST10196,Sneha Singh,Female,24,Mumbai,2021-12-02,2023-02-13,8088.0,8.0,sneha.singh195@gmail.com,9308397254,India
CUST10197,Kavya Yadav,Male,31,Chennai,2021-09-26,2024-07-18,6483.0,9.0,kavya.yadav196@gmail.com,9204775228,India
CUST10198,Rohan Gupta,Male,48,Kolkata,2021-04-03,2025-08-06,11979.0,6.0,rohan.gupta197@gmail.com,9866492389,India
